Gene ID,Gene Name,Score(d),Fold Change,q-value(%)
g1928,ENSG00000145332.9,48.25,604913280.545,4.055
g4206,ENSG00000162341.11,48.25,1.383,4.055
g6425,ENSG00000134779.10,48.25,2.272,4.055
g808,ENSG00000172059.6,48.2,1.427,4.061
g1057,ENSG00000135966.8,48.2,4.761,4.061
g5454,ENSG00000138629.11,48.2,1.583,4.061
g4105,ENSG00000168000.10,48.15,4.388,4.104
g4356,ENSG00000170322.10,48.1,2.513,4.115
g5722,ENSG00000159461.10,48.05,1.927,4.118
g7331,ENSG00000100226.11,48.05,1.257,4.118
g1052,ENSG00000163162.4,48,1.505,4.118
g3814,ENSG00000119929.8,48,2.429,4.118
g7159,ENSG00000156299.8,48,2.485,4.118
g1806,ENSG00000168924.10,47.95,2.108,4.132
g4777,ENSG00000175727.9,47.95,1.837,4.132
g5507,ENSG00000259544.1,47.95,2.547,4.132
g6166,ENSG00000250186.3,47.95,2.439,4.132
g7070,ENSG00000101473.12,47.95,1.48,4.132
g3001,ENSG00000267645.1,47.9,1.559,4.141
g3062,ENSG00000105875.9,47.9,3.904,4.141
g3888,ENSG00000107651.8,47.9,1.806,4.141
g4363,ENSG00000002016.12,47.9,2.523,4.141
g282,ENSG00000266993.1,47.85,1.96,4.157
g3273,ENSG00000164951.11,47.85,1.687,4.157
g1717,ENSG00000268220.1,47.7,1.681,4.237
g4504,ENSG00000123268.4,47.7,4.919,4.237
g5201,ENSG00000100603.9,47.7,1.474,4.237
g1814,ENSG00000145220.9,47.65,1.382,4.258
g6296,ENSG00000264829.1,47.65,1186753159.667,4.258
g3968,ENSG00000166478.5,47.6,2.024,4.287
g741,ENSG00000116906.7,47.55,1.68,4.302
g5542,ENSG00000007392.12,47.5,2.258,4.335
g241,ENSG00000198815.4,47.45,3.177,4.341
g2201,ENSG00000134982.12,47.45,1.76,4.341
g4022,ENSG00000052841.10,47.45,1.317,4.341
g174,ENSG00000121774.13,47.4,1.342,4.366
g5044,ENSG00000182400.10,47.4,3.809,4.366
g6555,ENSG00000130803.10,47.4,1.736,4.366
g423,ENSG00000009307.11,47.35,1.399,4.403
g3484,ENSG00000165140.5,47.25,2.239,4.442
g6976,ENSG00000101310.10,47.25,1.7,4.442
g843,ENSG00000234945.3,47.2,7.319,4.442
g2198,ENSG00000164209.12,47.2,3.105,4.442
g3639,ENSG00000151465.9,47.2,4.124,4.442
g2421,ENSG00000197226.8,47.15,1.37,4.454
g5195,ENSG00000151445.11,47.15,2.914,4.454
g6025,ENSG00000109111.10,47.1,1.474,4.468
g6095,ENSG00000264058.1,47.1,1.509,4.468
g1454,ENSG00000181555.15,47.05,1.296,4.477
g2798,ENSG00000112592.8,47.05,1.8,4.477
g2993,ENSG00000087077.7,47.05,2.084,4.477
g4180,ENSG00000173914.7,47.05,3.134,4.477
g1624,ENSG00000114520.6,47,4.926,4.477
g3912,ENSG00000177951.13,47,1.888,4.477
g7110,ENSG00000101146.8,47,1.109,4.477
g2410,ENSG00000145916.14,46.95,1.897,4.494
g4031,ENSG00000135365.11,46.95,1.717,4.494
g4051,ENSG00000109920.8,46.95,1.348,4.494
g4975,ENSG00000155465.14,46.95,1.266,4.494
g6168,ENSG00000121073.9,46.95,1.183,4.494
g6973,ENSG00000232838.3,46.95,1561274105.454,4.494
g1053,ENSG00000212283.1,46.9,1.627,4.516
g3239,ENSG00000104218.9,46.9,2.853,4.516
g3823,ENSG00000166135.9,46.85,1.574,4.53
g4360,ENSG00000073614.7,46.85,1.995,4.53
g2883,ENSG00000078967.8,46.8,1.761,4.539
g6713,ENSG00000182141.5,46.8,3.293,4.539
g2611,ENSG00000171453.13,46.75,4.231,4.567
g469,ENSG00000143376.8,46.7,1.597,4.568
g4129,ENSG00000149743.9,46.7,4.225,4.568
g7263,ENSG00000128294.11,46.7,2.191,4.568
g1790,ENSG00000230732.3,46.65,2.691,4.61
g3342,ENSG00000253043.1,46.6,6.11,4.62
g7398,ENSG00000198355.4,46.6,1.687,4.62
g3372,ENSG00000106993.7,46.5,3.449,4.642
g233,ENSG00000117000.8,46.45,2.015,4.67
g2928,ENSG00000067601.6,46.45,1.228,4.67
g964,ENSG00000169599.8,46.4,2.466,4.679
g2440,ENSG00000153046.13,46.4,1.146,4.679
g5504,ENSG00000170776.15,46.4,1.747,4.679
g7491,ENSG00000250232.1,46.4,1.548,4.679
g1885,ENSG00000084093.11,46.35,1.86,4.711
g3898,ENSG00000175029.12,46.35,1.784,4.711
g5169,ENSG00000205659.6,46.3,2.484,4.729
g228,ENSG00000228060.1,46.25,1.139,4.729
g3216,ENSG00000199405.1,46.25,1.907,4.729
g6209,ENSG00000108406.5,46.25,2.852,4.729
g7296,ENSG00000241878.5,46.25,2.252,4.729
g7553,ENSG00000018610.9,46.25,1.316,4.729
g165,ENSG00000264773.1,46.2,4.72,4.742
g643,ENSG00000116750.9,46.2,2.562,4.742
g4971,ENSG00000165819.7,46.2,2.211,4.742
g7295,ENSG00000184708.13,46.2,4.614,4.742
g1313,ENSG00000130414.7,46.1,1.476,4.788
g7047,ENSG00000196756.7,46.1,1.931,4.788
g5841,ENSG00000131149.13,46.05,2.271,4.809
g6480,ENSG00000166377.15,46.05,1.461,4.809
g5093,ENSG00000258469.1,46,2.64,4.82
g3647,ENSG00000187522.9,45.95,2.023,4.828
g3460,ENSG00000083223.13,45.9,1.626,4.842
g4687,ENSG00000166598.8,45.9,1.245,4.842
g1126,ENSG00000196504.11,45.85,1.346,4.853
g4579,ENSG00000123384.9,45.85,1.779,4.853
g6233,ENSG00000198231.8,45.85,1.653,4.853
g5698,ENSG00000102893.11,45.8,1.627,4.874
g6094,ENSG00000073584.14,45.8,2.249,4.874
g7163,ENSG00000256073.2,45.75,5.017,4.89
g526,ENSG00000163382.7,45.7,2.269,4.917
g4036,ENSG00000175216.10,45.7,2.494,4.917
g5979,ENSG00000266378.1,45.65,8.045,4.925
g7004,ENSG00000125970.7,45.65,1.342,4.925
g687,ENSG00000123689.5,45.6,1.313,4.945
g5877,ENSG00000127804.8,45.6,1.955,4.945
g4613,ENSG00000234925.2,45.55,1.244,4.955
g5136,ENSG00000072042.8,45.55,1.188,4.955
g5785,ENSG00000141076.13,45.55,2.351,4.955
g3232,ENSG00000175073.7,45.5,1.782,4.969
g1474,ENSG00000177479.15,45.45,1.593,4.969
g3752,ENSG00000272916.1,45.45,1.778,4.969
g5324,ENSG00000166947.7,45.45,1.736,4.969
g7307,ENSG00000128284.15,45.45,3.817,4.969
g7541,ENSG00000215007.3,45.45,1.926,4.969
g177,ENSG00000250135.1,45.4,2.631,4.97
g1674,ENSG00000175054.10,45.4,2.767,4.97
g6388,ENSG00000154889.12,45.4,1.209,4.97
g349,ENSG00000162664.12,45.25,2.029,5.036
g1767,ENSG00000073849.10,45.25,6.659,5.036
g4672,ENSG00000139350.7,45.25,1.942,5.036
g272,ENSG00000173660.7,-144.5,0.34,0
g326,ENSG00000273338.1,-144.5,0.012,0
g361,ENSG00000117525.9,-144.5,0,0
g475,ENSG00000143546.5,-144.5,0.004,0
g596,ENSG00000188404.4,-144.5,0.098,0
g750,ENSG00000168264.6,-144.5,0.062,0
g838,ENSG00000228474.1,-144.5,0.251,0
g882,ENSG00000138061.7,-144.5,0.004,0
g1070,ENSG00000125538.7,-144.5,0.055,0
g1071,ENSG00000136689.14,-144.5,0.017,0
g1378,ENSG00000144597.9,-144.5,0.094,0
g1522,ENSG00000113811.6,-144.5,0.24,0
g1680,ENSG00000188313.8,-144.5,0.103,0
g1896,ENSG00000169429.6,-144.5,0.024,0
g1899,ENSG00000124882.3,-144.5,0.027,0
g2166,ENSG00000038427.11,-144.5,0.015,0
g2167,ENSG00000249835.2,-144.5,0.009,0
g2444,ENSG00000112799.4,-144.5,0.088,0
g2543,ENSG00000204287.9,-144.5,0.214,0
g2553,ENSG00000248993.1,-144.5,0.19,0
g2595,ENSG00000124731.8,-144.5,0.087,0
g2941,ENSG00000135218.13,-144.5,0.036,0
g3511,ENSG00000136810.8,-144.5,0.129,0
g3652,ENSG00000229124.2,-144.5,0.14,0
g3653,ENSG00000026025.9,-144.5,0.157,0
g3654,ENSG00000234961.1,-144.5,0.171,0
g4077,ENSG00000110077.10,-144.5,0.014,0
g4290,ENSG00000204397.3,-144.5,0.116,0
g4398,ENSG00000111729.8,-144.5,0.144,0
g4411,ENSG00000173391.4,-144.5,0.003,0
g4621,ENSG00000090382.2,-144.5,0.026,0
g4622,ENSG00000257764.2,-144.5,0.032,0
g4655,ENSG00000133639.3,-144.5,0.151,0
g4845,ENSG00000132965.5,-144.5,0,0
g4929,ENSG00000169508.6,-144.5,0.004,0
g5085,ENSG00000100528.7,-144.5,0.172,0
g5170,ENSG00000119655.4,-144.5,0.336,0
g5171,ENSG00000265649.1,-144.5,0.331,0
g5296,ENSG00000137801.9,-144.5,0,0
g5412,ENSG00000166794.4,-144.5,0.354,0
g6468,ENSG00000197632.4,-144.5,0,0
g7175,ENSG00000249209.1,-144.5,0.329,0
g7678,ENSG00000260212.1,-144.5,0.01,0
g7776,ENSG00000242550.1,-144.5,0,0
g7799,ENSG00000163221.7,-144.5,0,0
g7822,ENSG00000259932.1,-144.5,0,0
g7825,ENSG00000108691.5,-144.5,0,0
g474,ENSG00000163220.10,-144.45,0.03,0
g3065,ENSG00000243317.3,-144.45,0.287,0
g3332,ENSG00000147684.3,-144.45,0.344,0
g6212,ENSG00000062716.6,-144.45,0.251,0
g6907,ENSG00000186431.14,-144.45,0.018,0
g7784,ENSG00000125810.9,-144.45,0.01,0
g2841,ENSG00000164548.6,-144.4,0.378,0
g5339,ENSG00000260035.1,-144.3,0,0
g1697,ENSG00000181467.2,-144.2,0.215,0
g2679,ENSG00000057657.10,-144.15,0.025,0
g3760,ENSG00000138326.14,-144.15,0.239,0
g5411,ENSG00000157734.9,-144.15,0.379,0
g1702,ENSG00000243629.1,-144.1,0,0
g3719,ENSG00000122862.4,-144.05,0.136,0
g5989,ENSG00000175061.13,-144.05,0.247,0
g2582,ENSG00000112081.12,-144,0.458,0
g3331,ENSG00000147687.12,-144,0.212,0
g4287,ENSG00000196954.8,-144,0.181,0
g6686,ENSG00000130522.4,-144,0.214,0
g1382,ENSG00000206560.6,-143.95,0.051,0
g511,ENSG00000143622.6,-143.9,0.227,0
g2558,ENSG00000231500.2,-143.9,0.348,0
g879,ENSG00000115828.11,-143.85,0,0
g3201,ENSG00000221869.4,-143.8,0.135,0
g3985,ENSG00000256206.2,-143.8,0.319,0
g6383,ENSG00000101558.9,-143.8,0.276,0
g7177,ENSG00000241837.2,-143.8,0.36,0
g3677,ENSG00000107968.5,-143.75,0.119,0
g4533,ENSG00000135390.13,-143.75,0.274,0
g4216,ENSG00000110203.4,-143.7,0.014,0
g797,ENSG00000115738.5,-143.65,0.222,0
g5163,ENSG00000156030.8,-143.65,0.157,0
g2069,ENSG00000176788.7,-143.6,0.065,0
g7320,ENSG00000100079.5,-143.6,0.01,0
g7658,ENSG00000250302.1,-143.6,0,0
g3986,ENSG00000129084.13,-143.55,0.317,0
g5990,ENSG00000181350.7,-143.55,0.237,0
g4866,ENSG00000102760.12,-143.5,0.075,0
g5986,ENSG00000265401.1,-143.45,0.461,0
g7826,ENSG00000108688.7,-143.4,0,0
g671,ENSG00000158615.8,-143.25,0.184,0
g2775,ENSG00000146425.6,-143.2,0.236,0
g1392,ENSG00000174748.14,-143.15,0.501,0
g3902,ENSG00000132334.12,-143.15,0.305,0
g7529,ENSG00000131171.8,-143.15,0.446,0
g7679,ENSG00000219699.2,-143.15,0.007,0
g837,ENSG00000084693.11,-143.1,0.3,0
g3508,ENSG00000136826.10,-143,0.372,0
g2136,ENSG00000145741.11,-142.9,0.288,0
g2843,ENSG00000172115.4,-142.9,0.214,0
g997,ENSG00000159399.5,-142.85,0.027,0
g2552,ENSG00000242574.4,-142.85,0.163,0
g4641,ENSG00000139289.9,-142.8,0.029,0
g5985,ENSG00000170315.9,-142.8,0.462,0
g6891,ENSG00000130844.12,-142.8,0.089,0
g1939,ENSG00000151247.8,-142.55,0.176,0
g5038,ENSG00000258790.1,-142.55,0.236,0
g535,ENSG00000163563.7,-142.5,0.099,0
g2554,ENSG00000204257.10,-142.4,0.164,0
g3391,ENSG00000137154.8,-142.4,0.41,0
g4872,ENSG00000133112.12,-142.4,0.366,0
g3551,ENSG00000136930.8,-142.35,0.42,0
g4996,ENSG00000100911.9,-142.35,0.366,0
g6158,ENSG00000159199.9,-142.3,0.247,0
g7818,ENSG00000166523.3,-142.3,0,0
g1079,ENSG00000155368.12,-142.25,0.244,0
g395,ENSG00000143119.8,-141.9,0.434,0
g5039,ENSG00000100902.6,-141.85,0.254,0
g207,ENSG00000119535.13,-141.4,0.174,0
g7810,ENSG00000253512.1,-141.35,0,0
g2729,ENSG00000118515.7,-141.3,0.152,0
g222,ENSG00000168653.6,-141.25,0.313,0
g1701,ENSG00000163659.8,-141.2,0.211,0
g3219,ENSG00000008988.5,-141.2,0.291,0
g4879,ENSG00000139684.9,-141.2,0.312,0
g684,ENSG00000196352.9,-141.1,0.259,0
g3553,ENSG00000136942.10,-141.1,0.361,0
g4399,ENSG00000196946.5,-141.05,0.116,0
g1379,ENSG00000249786.3,-140.85,0.193,0
g7660,ENSG00000163734.4,-140.7,0.032,0
g6812,ENSG00000125740.9,-140.6,0.291,0
g2012,ENSG00000137462.6,-140.55,0.11,0
g105,ENSG00000142676.8,-140.45,0.333,0
g4400,ENSG00000166527.3,-140.4,0,0
g7721,ENSG00000177575.8,-140.4,0,0
g2647,ENSG00000118418.10,-140.35,0.289,0
g1005,ENSG00000042493.11,-140.1,0.203,0
g7670,ENSG00000120738.7,-139.8,0.007,0
g4410,ENSG00000172243.13,-139.35,0.317,0
g2236,ENSG00000197208.5,-139.25,0.031,0
g4215,ENSG00000110200.4,-139.2,0.311,0
g7829,ENSG00000256492.1,-139.2,0,0
g6766,ENSG00000105193.4,-139.15,0.378,0
g5338,ENSG00000138606.15,-139.05,0.027,0
g4416,ENSG00000139083.6,-138.95,0.126,0
g7559,ENSG00000125356.6,-138.9,0.294,0
g2234,ENSG00000217128.7,-138.75,0.181,0
g5336,ENSG00000166710.13,-138.65,0.327,0
g4889,ENSG00000225131.1,-138.5,0.278,0
g6880,ENSG00000171049.8,-138.5,0.137,0
g7433,ENSG00000182287.9,-138.5,0.11,0
g7603,ENSG00000209082.1,-138.45,0.183,0
g2150,ENSG00000171530.9,-138.4,0.256,0
g6984,ENSG00000178726.6,-138.35,0.008,0
g1800,ENSG00000169020.5,-138.2,0.307,0
g1312,ENSG00000132326.7,-138,0.086,0
g1167,ENSG00000218175.2,-137.95,0.275,0
g4873,ENSG00000273149.1,-137.95,0.377,0
g6119,ENSG00000131469.8,-137.8,0.231,0
g1049,ENSG00000071082.6,-137.65,0.239,0
g3029,ENSG00000198898.8,-137.6,0.515,0
g306,ENSG00000198160.10,-137.5,0.236,0
g1798,ENSG00000182899.10,-137.5,0.266,0
g2163,ENSG00000186468.8,-137.5,0.361,0
g2701,ENSG00000155130.5,-137.5,0.234,0
g7767,ENSG00000161944.12,-136.85,0.009,0
g4412,ENSG00000165685.4,-136.7,0.055,0
g4841,ENSG00000132963.7,-136.65,0.321,0
g636,ENSG00000116679.11,-136.5,0.114,0
g6543,ENSG00000183019.3,-136.4,0.033,0
g4275,ENSG00000254911.2,-136.35,0.28,0
g1210,ENSG00000230408.3,-136.3,0.289,0
g2176,ENSG00000113369.4,-136.3,0.266,0
g2643,ENSG00000112695.7,-136.25,0.297,0
g3778,ENSG00000204020.5,-136.25,0.068,0
g7569,ENSG00000232177.1,-136.25,0.223,0
g1376,ENSG00000131370.11,-136.2,0.143,0
g4538,ENSG00000139572.3,-136.1,0.045,0
g7339,ENSG00000128383.8,-136.1,0.19,0
g5627,ENSG00000197006.9,-135.95,0.188,0
g4633,ENSG00000080371.4,-135.85,0.172,0
g4395,ENSG00000059804.11,-135.65,0.14,0
g3775,ENSG00000171862.5,-135.6,0.082,0
g4695,ENSG00000136026.9,-135.6,0.227,0
g7742,ENSG00000259279.1,-135.5,0,0
g2794,ENSG00000232640.1,-135.45,0.029,0
g7736,ENSG00000169385.2,-135.45,0,0
g4213,ENSG00000184154.8,-135.3,0.334,0
g4522,ENSG00000123349.9,-135.15,0.355,0
g6648,ENSG00000167460.10,-135.15,0.082,0
g1722,ENSG00000234717.1,-135.1,0,0
g2328,ENSG00000230551.3,-135.1,0.265,0
g1684,ENSG00000047457.9,-135.05,0.045,0
g6083,ENSG00000108298.5,-135,0.384,0
g472,ENSG00000197747.4,-134.8,0.347,0
g1211,ENSG00000082153.13,-134.7,0.3,0
g2175,ENSG00000271762.1,-134.65,0.039,0
g607,ENSG00000135870.7,-134.5,0.155,0
g7602,ENSG00000210082.2,-134.5,0.264,0
g7802,ENSG00000237520.1,-134.5,0,0
g476,ENSG00000197956.5,-134.45,0.237,0
g2787,ENSG00000112531.12,-134.4,0.238,0
g606,ENSG00000234741.3,-134.25,0.362,0
g5496,ENSG00000169612.3,-134.2,0.288,0
g4827,ENSG00000139496.11,-134.15,0.187,0
g5006,ENSG00000255526.2,-134.15,0.46,0
g4475,ENSG00000189079.11,-134.1,0.361,0
g5007,ENSG00000129559.8,-134.05,0.418,0
g1463,ENSG00000232112.3,-134,0.332,0
g1930,ENSG00000198189.6,-133.85,0.311,0
g969,ENSG00000059728.6,-133.8,0.342,0
g7637,ENSG00000228687.1,-133.7,0,0
g2249,ENSG00000272772.1,-133.55,0.41,0
g2295,ENSG00000113108.13,-133.45,0.186,0
g2877,ENSG00000106588.6,-133.45,0.397,0
g4962,ENSG00000169413.2,-133.4,0,0
g2430,ENSG00000021355.8,-133.1,0.182,0
g4442,ENSG00000111716.8,-133.05,0.234,0
g3200,ENSG00000164808.12,-133,0.26,0
g2466,ENSG00000272379.1,-132.95,0.105,0
g2162,ENSG00000152348.11,-132.85,0.314,0
g4380,ENSG00000269968.1,-132.85,0.371,0
g2962,ENSG00000127922.5,-132.8,0.31,0
g6202,ENSG00000202077.1,-132.75,0.051,0
g4116,ENSG00000222328.1,-132.7,0.054,0
g5863,ENSG00000108953.12,-132.7,0.523,0
g7181,ENSG00000159216.14,-132.7,0.103,0
g1929,ENSG00000255723.1,-132.65,0.268,0
g7516,ENSG00000198034.6,-132.55,0.391,0
g1602,ENSG00000065518.7,-132.5,0.281,0
g7630,ENSG00000202444.1,-132.5,0,0
g2666,ENSG00000223001.1,-132.45,0.077,0
g467,ENSG00000159377.6,-132.4,0.413,0
g3826,ENSG00000222414.1,-132.4,0.044,0
g2087,ENSG00000145592.9,-132.35,0.265,0
g5554,ENSG00000140988.11,-132.35,0.258,0
g1001,ENSG00000034510.4,-132.3,0.318,0
g7716,ENSG00000165457.9,-132.3,0.02,0
g7119,ENSG00000124172.5,-132,0.332,0
g2074,ENSG00000113387.7,-131.9,0.255,0
g4379,ENSG00000111640.10,-131.8,0.378,0
g5555,ENSG00000255198.3,-131.75,0.043,0
g353,ENSG00000122406.8,-131.65,0.395,0
g5060,ENSG00000165502.6,-131.65,0.301,0
g2297,ENSG00000170458.9,-131.5,0.054,0
g3497,ENSG00000119508.13,-131.35,0.101,0
g4331,ENSG00000118181.6,-131.3,0.281,0
g7805,ENSG00000264229.1,-131.3,0.032,0
g6851,ENSG00000142534.2,-131.15,0.336,0
g2876,ENSG00000256646.3,-131.1,0.4,0
g586,ENSG00000143162.7,-131.05,0.101,0
g4433,ENSG00000008394.8,-131,0,0
g3395,ENSG00000147894.10,-130.95,0.332,0
g1432,ENSG00000188846.9,-130.9,0.435,0
g4069,ENSG00000110031.8,-130.9,0.116,0
g1409,ENSG00000170275.10,-130.65,0.087,0
g80,ENSG00000272084.1,-130.55,0.099,0
g6027,ENSG00000198242.9,-130.55,0.259,0
g6281,ENSG00000167863.7,-130.5,0.382,0
g4328,ENSG00000254873.1,-130.4,0.271,0
g2425,ENSG00000204628.7,-130.3,0.427,0
g3762,ENSG00000108179.9,-130.25,0.033,0
g5838,ENSG00000103196.7,-130.2,0.018,0
g1898,ENSG00000081041.8,-130.15,0.013,0
g5079,ENSG00000125384.6,-130.15,0.225,0
g6028,ENSG00000264577.1,-130,0.248,0
g6268,ENSG00000178789.4,-130,0.012,0
g5088,ENSG00000131979.14,-129.95,0.298,0
g751,ENSG00000228830.1,-129.65,0.127,0
g1953,ENSG00000109332.15,-129.65,0.468,0
g3024,ENSG00000198839.5,-129.65,0.18,0
g7619,ENSG00000198886.2,-129.6,0.342,0
g257,ENSG00000142937.7,-129.55,0.361,0
g2383,ENSG00000113732.4,-129.5,0.473,0
g2740,ENSG00000218565.2,-129.5,0,0
g3989,ENSG00000110700.2,-129.5,0.236,0
g5443,ENSG00000137818.7,-129.5,0.25,0
g639,ENSG00000073756.7,-129.45,0.037,0
g5927,ENSG00000262526.2,-129.45,0.394,0
g5926,ENSG00000170296.5,-129.4,0.371,0
g1375,ENSG00000224660.1,-129.35,0.163,0
g335,ENSG00000142867.8,-129.3,0.413,0
g1106,ENSG00000150540.9,-129.3,0.123,0
g2903,ENSG00000132432.9,-129.25,0.176,0
g4939,ENSG00000102524.7,-129.15,0.298,0
g1433,ENSG00000168036.12,-129.1,0.335,0
g860,ENSG00000213639.5,-129.05,0.279,0
g5958,ENSG00000200463.1,-129.05,0.032,0
g7147,ENSG00000154723.8,-129.05,0.412,0
g1715,ENSG00000008952.12,-129,0.282,0
g721,ENSG00000143742.8,-128.95,0.463,0
g3884,ENSG00000165672.5,-128.8,0.338,0
g1964,ENSG00000109475.12,-128.75,0.295,0
g7408,ENSG00000273272.1,-128.75,0.152,0
g7612,ENSG00000228253.1,-128.75,0.397,0
g6264,ENSG00000172809.8,-128.65,0.314,0
g7024,ENSG00000125995.11,-128.6,0.332,0
g7611,ENSG00000198712.1,-128.6,0.378,0
g4179,ENSG00000173933.15,-128.55,0.492,0
g1918,ENSG00000251022.2,-128.5,0.268,0
g5845,ENSG00000140941.8,-128.5,0.374,0
g3012,ENSG00000273320.1,-128.45,0.062,0
g6611,ENSG00000105583.5,-128.45,0.469,0
g7369,ENSG00000100138.9,-128.4,0.469,0
g6741,ENSG00000126264.5,-128.35,0.217,0
g7600,ENSG00000211459.2,-128.35,0.279,0
g5328,ENSG00000140264.15,-128.15,0.371,0
g4755,ENSG00000089157.11,-128.05,0.369,0
g1252,ENSG00000197756.5,-128,0.326,0
g7327,ENSG00000185022.7,-128,0,0
g2298,ENSG00000131495.4,-127.95,0.397,0
g7396,ENSG00000260708.1,-127.95,0.233,0
g7618,ENSG00000212907.2,-127.95,0.38,0
g7820,ENSG00000223336.1,-127.95,0.08,0
g2782,ENSG00000146457.10,-127.8,0.213,0
g2829,ENSG00000106546.8,-127.8,0.052,0
g3124,ENSG00000104219.8,-127.8,0.162,0
g1359,ENSG00000144713.8,-127.75,0.294,0
g5936,ENSG00000205544.3,-127.75,0.147,0
g1723,ENSG00000075420.8,-127.7,0.079,0
g4663,ENSG00000184752.8,-127.7,0.369,0
g4944,ENSG00000088448.10,-127.65,0.364,0
g6072,ENSG00000205021.9,-127.65,0.04,0
g4884,ENSG00000136156.8,-127.6,0.303,0
g4724,ENSG00000111275.8,-127.55,0.064,0
g1286,ENSG00000115009.7,-127.5,0.015,0
g5179,ENSG00000258820.1,-127.5,0,0
g6839,ENSG00000087086.9,-127.5,0.466,0
g2164,ENSG00000174695.5,-127.45,0.262,0
g2750,ENSG00000169976.5,-127.4,0.42,0
g5040,ENSG00000100906.6,-127.4,0.407,0
g6387,ENSG00000267165.1,-127.4,0.447,0
g6005,ENSG00000189343.6,-127.35,0.278,0
g5964,ENSG00000161970.8,-127.3,0.362,0
g2293,ENSG00000213523.5,-127.25,0.276,0
g4886,ENSG00000139679.11,-127.25,0.17,0
g4708,ENSG00000139433.5,-127.15,0.34,0
g5050,ENSG00000258901.2,-127.15,0,0
g6879,ENSG00000171051.4,-127.1,0.052,0
g1579,ENSG00000241469.3,-127.05,0,0
g641,ENSG00000090104.7,-126.95,0.18,0
g3146,ENSG00000104765.10,-126.95,0.2,0
g2248,ENSG00000113558.14,-126.9,0.519,0
g4371,ENSG00000118971.3,-126.85,0.024,0
g2035,ENSG00000129128.8,-126.8,0.328,0
g4477,ENSG00000134294.9,-126.8,0.19,0
g4286,ENSG00000152558.10,-126.75,0.245,0
g6470,ENSG00000166401.9,-126.7,0.046,0
g7125,ENSG00000171858.13,-126.65,0.281,0
g7604,ENSG00000198888.2,-126.65,0.316,0
g1430,ENSG00000114784.3,-126.55,0.158,0
g1236,ENSG00000114942.9,-126.45,0.482,0
g1915,ENSG00000138668.14,-126.35,0.365,0
g2566,ENSG00000270800.1,-126.25,0.454,0
g4995,ENSG00000092010.10,-126.25,0.502,0
g6371,ENSG00000118680.8,-126.2,0.638,0
g6373,ENSG00000177426.16,-126.2,0.061,0
g5115,ENSG00000100644.12,-126.1,0.341,0
g405,ENSG00000116489.8,-126.05,0.346,0
g6441,ENSG00000265681.2,-126,0.372,0
g1909,ENSG00000118816.5,-125.95,0.471,0
g7049,ENSG00000204103.2,-125.95,0.37,0
g7827,ENSG00000212195.1,-125.95,0,0
g7447,ENSG00000130741.6,-125.9,0.348,0
g6563,ENSG00000198258.6,-125.8,0.362,0
g4868,ENSG00000120675.4,-125.7,0.322,0
g1066,ENSG00000172965.10,-125.65,0.067,0
g3531,ENSG00000106952.3,-125.6,0.006,0
g2380,ENSG00000120129.5,-125.55,0.367,0
g6544,ENSG00000269711.1,-125.55,0.117,0
g6369,ENSG00000101608.8,-125.35,0.49,0
g4,ENSG00000225630.1,-125.3,0.41,0
g3922,ENSG00000177156.6,-125.3,0.456,0
g959,ENSG00000221823.6,-125.25,0.132,0
g602,ENSG00000117592.8,-125.2,0.424,0
g1842,ENSG00000168214.16,-125.2,0.337,0
g7137,ENSG00000155307.13,-125.15,0.329,0
g128,ENSG00000142669.9,-125.1,0.411,0
g3448,ENSG00000135046.9,-125.1,0.242,0
g2327,ENSG00000113712.12,-125,0.359,0
g2472,ENSG00000008083.9,-124.95,0.178,0
g6761,ENSG00000130755.8,-124.95,0.433,0
g2289,ENSG00000113068.5,-124.85,0.337,0
g2099,ENSG00000164258.7,-124.75,0.298,0
g3080,ENSG00000240889.1,-124.75,0.262,0
g6508,ENSG00000267469.1,-124.75,0.255,0
g4329,ENSG00000167283.3,-124.7,0.271,0
g3447,ENSG00000165092.8,-124.65,0,0
g4376,ENSG00000067182.3,-124.65,0.098,0
g485,ENSG00000177954.7,-124.6,0.388,0
g3224,ENSG00000137575.7,-124.6,0.359,0
g3485,ENSG00000158122.7,-124.55,0.341,0
g5342,ENSG00000211519.1,-124.45,0.011,0
g8,ENSG00000248527.1,-124.4,0.441,0
g3141,ENSG00000147454.9,-124.35,0.334,0
g287,ENSG00000228929.1,-124.25,0.256,0
g3079,ENSG00000090266.8,-124.25,0.32,0
g7692,ENSG00000215298.3,-124.25,0.012,0
g6694,ENSG00000221983.3,-124.15,0.434,0
g1940,ENSG00000249055.1,-124.05,0,0
g1239,ENSG00000223725.2,-124,0.108,0
g7556,ENSG00000198918.7,-124,0.287,0
g7613,ENSG00000198899.2,-123.85,0.377,0
g1486,ENSG00000233276.2,-123.65,0.186,0
g2417,ENSG00000169045.13,-123.65,0.637,0
g6961,ENSG00000125772.8,-123.55,0.226,0
g5340,ENSG00000166920.6,-123.5,0.014,0
g2318,ENSG00000145819.11,-123.3,0.121,0
g7719,ENSG00000137726.11,-123.3,0,0
g3347,ENSG00000104419.10,-123.25,0.209,0
g5433,ENSG00000174444.10,-123.25,0.628,0
g6524,ENSG00000130255.8,-123.25,0.406,0
g565,ENSG00000158869.6,-123.2,0.364,0
g1551,ENSG00000163412.8,-123.05,0.152,0
